time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-12-11 00:00:00+00:00,3,3,,
2022-12-12 00:00:00+00:00,2,2,,
2022-12-13 00:00:00+00:00,3,3,1.0,1.0
2022-12-14 00:00:00+00:00,2,2,,
2022-12-15 00:00:00+00:00,3,3,1.0,1.0
2022-12-16 00:00:00+00:00,2,2,6.0,1.0
2022-12-17 00:00:00+00:00,3,3,,
2022-12-18 00:00:00+00:00,2,2,,
2022-12-19 00:00:00+00:00,2,2,,
2022-12-20 00:00:00+00:00,3,3,7.0,1.0
2022-12-21 00:00:00+00:00,4,3,17.0,1.0
2022-12-22 00:00:00+00:00,3,3,5.0,1.0
2022-12-23 00:00:00+00:00,3,3,,
