time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-11-20 00:00:00+00:00,3,3,,
2022-11-21 00:00:00+00:00,11,8,,
2022-11-22 00:00:00+00:00,6,5,,
2022-11-23 00:00:00+00:00,3,3,7.0,3.0
2022-11-24 00:00:00+00:00,11,9,2.0,1.0
2022-11-25 00:00:00+00:00,4,2,,
2022-11-26 00:00:00+00:00,3,3,,
2022-11-27 00:00:00+00:00,2,2,3.0,1.0
2022-11-28 00:00:00+00:00,4,3,1.0,1.0
2022-11-29 00:00:00+00:00,9,7,2.0,1.0
2022-11-30 00:00:00+00:00,7,5,8.0,2.0
2022-12-01 00:00:00+00:00,3,3,,
2022-12-02 00:00:00+00:00,6,6,1.0,1.0
