referrer,views_total,views_unique
autoprof.readthedocs.io,14,4
github.com,12,5
Google,5,3
academic.oup.com,2,1
d1keuthy5s86c8.cloudfront.net,1,1
arxiv.org,1,1
youtube.com,1,1
