time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-01-21 00:00:00+00:00,2,2,,
2023-01-22 00:00:00+00:00,2,2,,
2023-01-23 00:00:00+00:00,437,2,3.0,3.0
2023-01-24 00:00:00+00:00,4,3,2.0,2.0
2023-01-25 00:00:00+00:00,5,3,,
2023-01-26 00:00:00+00:00,4,4,,
2023-01-27 00:00:00+00:00,5,3,3.0,1.0
2023-01-28 00:00:00+00:00,4,2,3.0,1.0
2023-01-29 00:00:00+00:00,7,5,,
2023-01-30 00:00:00+00:00,6,4,3.0,2.0
2023-01-31 00:00:00+00:00,5,3,,
2023-02-01 00:00:00+00:00,4,2,,
2023-02-02 00:00:00+00:00,5,3,1.0,1.0
2023-02-03 00:00:00+00:00,1,1,2.0,2.0
