time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-05-04 00:00:00+00:00,3,3,21.0,5.0
2022-05-05 00:00:00+00:00,1,1,8.0,1.0
2022-05-06 00:00:00+00:00,2,2,4.0,1.0
2022-05-07 00:00:00+00:00,2,2,,
2022-05-08 00:00:00+00:00,3,3,,
2022-05-09 00:00:00+00:00,3,3,6.0,2.0
2022-05-10 00:00:00+00:00,2,2,5.0,3.0
2022-05-11 00:00:00+00:00,8,5,5.0,4.0
2022-05-12 00:00:00+00:00,5,3,3.0,1.0
2022-05-13 00:00:00+00:00,2,2,3.0,1.0
2022-05-14 00:00:00+00:00,2,2,,
2022-05-15 00:00:00+00:00,3,3,1.0,1.0
2022-05-16 00:00:00+00:00,1,1,1.0,1.0
2022-05-17 00:00:00+00:00,1,1,11.0,3.0
