time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-06-16 00:00:00+00:00,4,4,16.0,6.0
2022-06-17 00:00:00+00:00,3,3,7.0,2.0
2022-06-18 00:00:00+00:00,3,3,,
2022-06-19 00:00:00+00:00,2,2,,
2022-06-20 00:00:00+00:00,6,4,2.0,1.0
2022-06-21 00:00:00+00:00,4,2,,
2022-06-22 00:00:00+00:00,3,3,4.0,2.0
2022-06-23 00:00:00+00:00,2,2,,
2022-06-24 00:00:00+00:00,4,4,,
2022-06-25 00:00:00+00:00,3,3,,
2022-06-26 00:00:00+00:00,3,3,,
2022-06-27 00:00:00+00:00,3,3,1.0,1.0
2022-06-28 00:00:00+00:00,3,2,2.0,1.0
2022-06-29 00:00:00+00:00,2,2,1.0,1.0
