referrer,views_total,views_unique
autoprof.readthedocs.io,18,5
github.com,14,6
Google,5,3
arxiv.org,3,2
academic.oup.com,2,1
d1keuthy5s86c8.cloudfront.net,1,1
youtube.com,1,1
