referrer,views_total,views_unique
github.com,14,5
autoprof.readthedocs.io,12,3
Google,5,3
academic.oup.com,2,1
d1keuthy5s86c8.cloudfront.net,1,1
arxiv.org,1,1
youtube.com,1,1
