url_path,views_total,views_unique
/ConnorStoneAstro/AutoProf-Legacy,14,4
/ConnorStoneAstro/AutoProf-Legacy/issues,9,1
/ConnorStoneAstro/AutoProf-Legacy/pull/6,5,2
/ConnorStoneAstro/AutoProf-Legacy/pulls,5,2
/ConnorStoneAstro/AutoProf-Legacy/blob/main/README.md,4,1
/ConnorStoneAstro/AutoProf-Legacy/branches,2,1
/ConnorStoneAstro/AutoProf-Legacy/compare/main...hgao-astro:AutoProf-Legacy:fix-init-ellip,2,1
/ConnorStoneAstro/AutoProf-Legacy/issues/5,2,1
/ConnorStoneAstro/AutoProf-Legacy/issues/new,2,1
/ConnorStoneAstro/AutoProf-Legacy/network/members,2,1
