url_path,views_total,views_unique
/ConnorStoneAstro/AutoProf-Legacy,17,2
/ConnorStoneAstro/AutoProf-Legacy/blob/main/README.md,15,1
/ConnorStoneAstro/AutoProf-Legacy/blob/main/autoprof/autoprof.py,12,2
/ConnorStoneAstro/AutoProf-Legacy/tree/main/autoprof,10,2
/ConnorStoneAstro/AutoProf-Legacy/blob/main/requirements.txt,5,1
/ConnorStoneAstro/AutoProf-Legacy/blob/main/LICENSE,4,2
/ConnorStoneAstro/AutoProf-Legacy/tree/main/docs,4,2
/ConnorStoneAstro/AutoProf-Legacy/tree/main/test,4,2
/ConnorStoneAstro/AutoProf-Legacy/issues,3,2
/ConnorStoneAstro/AutoProf-Legacy/pulls,3,2
