time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-03-12 00:00:00+00:00,2,2,6.0,1.0
2023-03-13 00:00:00+00:00,3,3,35.0,2.0
2023-03-14 00:00:00+00:00,1,1,6.0,1.0
2023-03-15 00:00:00+00:00,1,1,,
2023-03-16 00:00:00+00:00,1,1,,
2023-03-17 00:00:00+00:00,1,1,2.0,1.0
2023-03-18 00:00:00+00:00,2,2,5.0,1.0
2023-03-19 00:00:00+00:00,1,1,1.0,1.0
2023-03-20 00:00:00+00:00,2,2,,
2023-03-21 00:00:00+00:00,1,1,22.0,1.0
2023-03-22 00:00:00+00:00,1,1,26.0,2.0
2023-03-23 00:00:00+00:00,1,1,7.0,1.0
2023-03-24 00:00:00+00:00,1,1,1.0,1.0
