url_path,views_total,views_unique
/ConnorStoneAstro/AutoProf-Legacy,17,5
/ConnorStoneAstro/AutoProf-Legacy/issues,15,3
/ConnorStoneAstro/AutoProf-Legacy/pulls,13,3
/ConnorStoneAstro/AutoProf-Legacy/pull/6,11,3
/ConnorStoneAstro/AutoProf-Legacy/issues/7,7,3
/ConnorStoneAstro/AutoProf-Legacy/pull/6/commits,6,2
/ConnorStoneAstro/AutoProf-Legacy/blob/main/README.md,4,1
/ConnorStoneAstro/AutoProf-Legacy/branches,2,1
/ConnorStoneAstro/AutoProf-Legacy/compare/main...hgao-astro:AutoProf-Legacy:fix-init-ellip,2,1
/ConnorStoneAstro/AutoProf-Legacy/issues/5,2,1
