url_path,views_total,views_unique
/ConnorStoneAstro/AutoProf-Legacy,16,4
/ConnorStoneAstro/AutoProf-Legacy/issues,10,2
/ConnorStoneAstro/AutoProf-Legacy/pull/6,5,2
/ConnorStoneAstro/AutoProf-Legacy/pulls,5,2
/ConnorStoneAstro/AutoProf-Legacy/blob/main/README.md,4,1
/ConnorStoneAstro/AutoProf-Legacy/issues/7,3,2
/ConnorStoneAstro/AutoProf-Legacy/branches,2,1
/ConnorStoneAstro/AutoProf-Legacy/compare/main...hgao-astro:AutoProf-Legacy:fix-init-ellip,2,1
/ConnorStoneAstro/AutoProf-Legacy/issues/5,2,1
/ConnorStoneAstro/AutoProf-Legacy/issues/new,2,1
