time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-03-21 00:00:00+00:00,1,1,22.0,1.0
2023-03-22 00:00:00+00:00,1,1,26.0,2.0
2023-03-23 00:00:00+00:00,1,1,7.0,1.0
2023-03-24 00:00:00+00:00,1,1,1.0,1.0
2023-03-25 00:00:00+00:00,1,1,,
2023-03-26 00:00:00+00:00,1,1,1.0,1.0
2023-03-27 00:00:00+00:00,2,2,1.0,1.0
2023-03-28 00:00:00+00:00,1,1,1.0,1.0
2023-03-29 00:00:00+00:00,2,2,27.0,2.0
2023-03-30 00:00:00+00:00,8,5,3.0,2.0
2023-03-31 00:00:00+00:00,3,3,2.0,1.0
2023-04-01 00:00:00+00:00,2,2,1.0,1.0
2023-04-02 00:00:00+00:00,1,1,,
