time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-06-17 00:00:00+00:00,1,1,65.0,1.0
2023-06-18 00:00:00+00:00,1,1,1.0,1.0
2023-06-19 00:00:00+00:00,2,2,12.0,2.0
2023-06-20 00:00:00+00:00,1,1,17.0,1.0
2023-06-21 00:00:00+00:00,5,3,8.0,1.0
2023-06-22 00:00:00+00:00,2,2,16.0,2.0
2023-06-23 00:00:00+00:00,3,3,,
2023-06-24 00:00:00+00:00,1,1,4.0,1.0
2023-06-25 00:00:00+00:00,1,1,,
2023-06-26 00:00:00+00:00,2,2,,
2023-06-27 00:00:00+00:00,1,1,41.0,1.0
2023-06-28 00:00:00+00:00,2,2,,
2023-06-29 00:00:00+00:00,1,1,3.0,2.0
