time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-03-06 00:00:00+00:00,21,13,11.0,1.0
2024-03-07 00:00:00+00:00,1,1,12.0,1.0
2024-03-08 00:00:00+00:00,1,1,5.0,3.0
2024-03-09 00:00:00+00:00,3,3,7.0,4.0
2024-03-10 00:00:00+00:00,1,1,,
2024-03-11 00:00:00+00:00,2,2,,
2024-03-12 00:00:00+00:00,1,1,,
2024-03-13 00:00:00+00:00,2,2,8.0,2.0
2024-03-14 00:00:00+00:00,2,2,6.0,1.0
2024-03-15 00:00:00+00:00,1,1,,
2024-03-16 00:00:00+00:00,1,1,,
2024-03-17 00:00:00+00:00,1,1,,
2024-03-18 00:00:00+00:00,2,2,,
