time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-02-29 00:00:00+00:00,1.0,1.0,1.0,1.0
2024-03-01 00:00:00+00:00,1.0,1.0,,
2024-03-02 00:00:00+00:00,1.0,1.0,,
2024-03-03 00:00:00+00:00,2.0,2.0,,
2024-03-04 00:00:00+00:00,2.0,2.0,4.0,1.0
2024-03-05 00:00:00+00:00,1.0,1.0,4.0,3.0
2024-03-06 00:00:00+00:00,21.0,13.0,11.0,1.0
2024-03-07 00:00:00+00:00,1.0,1.0,12.0,1.0
2024-03-08 00:00:00+00:00,1.0,1.0,5.0,3.0
2024-03-09 00:00:00+00:00,3.0,3.0,7.0,4.0
2024-03-10 00:00:00+00:00,1.0,1.0,,
2024-03-11 00:00:00+00:00,2.0,2.0,,
2024-03-12 00:00:00+00:00,1.0,1.0,,
2024-03-13 00:00:00+00:00,,,8.0,2.0
