time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-12-03 00:00:00+00:00,3,3,63.0,2.0
2023-12-04 00:00:00+00:00,9,6,30.0,2.0
2023-12-05 00:00:00+00:00,2,2,1.0,1.0
2023-12-06 00:00:00+00:00,2,2,1.0,1.0
2023-12-07 00:00:00+00:00,1,1,,
2023-12-08 00:00:00+00:00,2,2,1.0,1.0
2023-12-09 00:00:00+00:00,2,2,,
2023-12-10 00:00:00+00:00,3,3,,
2023-12-11 00:00:00+00:00,3,3,60.0,3.0
2023-12-12 00:00:00+00:00,1,1,,
2023-12-13 00:00:00+00:00,1,1,5.0,1.0
2023-12-14 00:00:00+00:00,4,3,1.0,1.0
2023-12-15 00:00:00+00:00,1,1,2.0,1.0
