time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-12-31 00:00:00+00:00,1,1,,
2024-01-01 00:00:00+00:00,4,3,,
2024-01-02 00:00:00+00:00,5,3,31.0,1.0
2024-01-03 00:00:00+00:00,1,1,1.0,1.0
2024-01-04 00:00:00+00:00,1,1,37.0,1.0
2024-01-05 00:00:00+00:00,1,1,15.0,1.0
2024-01-06 00:00:00+00:00,2,2,,
2024-01-07 00:00:00+00:00,1,1,,
2024-01-08 00:00:00+00:00,4,3,1.0,1.0
2024-01-09 00:00:00+00:00,1,1,6.0,1.0
2024-01-10 00:00:00+00:00,1,1,1.0,1.0
2024-01-11 00:00:00+00:00,2,2,,
2024-01-12 00:00:00+00:00,1,1,,
2024-01-13 00:00:00+00:00,2,2,7.0,1.0
