time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-10-13 00:00:00+00:00,1.0,1.0,,
2023-10-14 00:00:00+00:00,42.0,17.0,,
2023-10-15 00:00:00+00:00,2.0,2.0,,
2023-10-16 00:00:00+00:00,2.0,2.0,,
2023-10-17 00:00:00+00:00,1.0,1.0,1.0,1.0
2023-10-18 00:00:00+00:00,2.0,2.0,,
2023-10-19 00:00:00+00:00,1.0,1.0,,
2023-10-20 00:00:00+00:00,1.0,1.0,47.0,3.0
2023-10-21 00:00:00+00:00,1.0,1.0,,
2023-10-22 00:00:00+00:00,6.0,3.0,22.0,1.0
2023-10-23 00:00:00+00:00,4.0,4.0,84.0,3.0
2023-10-24 00:00:00+00:00,1.0,1.0,,
2023-10-25 00:00:00+00:00,1.0,1.0,,
2023-10-26 00:00:00+00:00,,,83.0,3.0
