time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-07-19 00:00:00+00:00,1,1,,
2024-07-20 00:00:00+00:00,1,1,,
2024-07-21 00:00:00+00:00,1,1,,
2024-07-23 00:00:00+00:00,1,1,6.0,2.0
2024-07-24 00:00:00+00:00,1,1,8.0,1.0
2024-07-25 00:00:00+00:00,1,1,,
2024-07-26 00:00:00+00:00,2,2,1.0,1.0
2024-07-27 00:00:00+00:00,2,2,5.0,1.0
2024-07-29 00:00:00+00:00,3,2,1.0,1.0
2024-07-30 00:00:00+00:00,2,2,17.0,2.0
2024-07-31 00:00:00+00:00,2,2,28.0,3.0
2024-08-01 00:00:00+00:00,5,4,10.0,3.0
